,zpid,price,priceLabel,beds,baths,area,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,shouldShowZestimateAsPrice,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,variableData.data.isFresh,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.isShowcaseListing,buildingId,lotId,minBeds,minBaths,minArea,plid,unitCount,isBuilding,badgeInfo,canSaveBuilding,streetViewMetadataURL,streetViewURL,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceChange,hdpData.homeInfo.unit,hdpData.homeInfo.priceReduction,hdpData.homeInfo.videoCount,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit
27,51080540,"$4,795/mo",$4.8K,4,2.5,2577,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/1401dfc110924d5d94a4106b0c84cf8e-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/2463-Pointe-Pkwy-Spring-Valley-CA-91978/51080540_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"2463 Pointe Pkwy, Spring Valley, CA 91978",FALSE,FALSE,FALSE,7/22/2023 0:00,264948472,32.721165,-116.96597,TIME_ON_INFO,3 days ago,FALSE,51080540,2463 Pointe Pkwy,91978,Spring Valley,CA,32.721165,-116.96597,4795,2.5,4,2577,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,960800,4800,FALSE,FALSE,FOR_RENT,4795,TRUE,FALSE,FALSE,USD,USA,593231,FALSE,,,,,,,,,,,,,,,,,,,
28,99528034,"$5,600/mo",$5.6K,4,2.5,2197,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/d43b099d5cde461f542ab101ce49efc8-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/4885-Carriage-Run-Dr-San-Diego-CA-92130/99528034_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"4885 Carriage Run Dr, San Diego, CA 92130",FALSE,FALSE,FALSE,8/1/2023 0:00,280331005,32.92383,-117.2136,TIME_ON_INFO,3 days ago,FALSE,99528034,4885 Carriage Run Dr,92130,San Diego,CA,32.92383,-117.2136,5600,2.5,4,2197,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1822500,6000,FALSE,FALSE,FOR_RENT,5600,TRUE,FALSE,FALSE,USD,USA,873524,FALSE,,,,,,,,,,,,,1.69044E+12,-300,,$300 (Jul 27),,,
29,17123344,"$3,559/mo",$3.6K,4,2,1700,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/ee3868b5db9b9f0b45eec770f9af6f23-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/846-Worthington-St-San-Diego-CA-92114/17123344_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"846 Worthington St, San Diego, CA 92114",FALSE,TRUE,FALSE,8/1/2023 0:00,281181459,32.708973,-117.02069,TIME_ON_INFO,3 days ago,FALSE,17123344,846 Worthington St,92114,San Diego,CA,32.708973,-117.02069,3559,2,4,1700,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,742600,3699,FALSE,FALSE,FOR_RENT,3559,TRUE,FALSE,FALSE,USD,USA,279089,FALSE,,,,,,,,,,,,,,,,,,,
30,61240539,"$6,000/mo",$6.0K,4,3,3006,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/27c3ad43ccb4487b9ad521a51f8b05f7-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/3661-Bonita-Ranch-Ct-Bonita-CA-91902/61240539_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"3661 Bonita Ranch Ct, Bonita, CA 91902",FALSE,FALSE,FALSE,8/1/2023 0:00,296569765,32.673347,-117.01315,TIME_ON_INFO,3 days ago,FALSE,61240539,3661 Bonita Ranch Ct,91902,Bonita,CA,32.673347,-117.01315,6000,3,4,3006,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1331700,5495,FALSE,FALSE,FOR_RENT,6000,TRUE,FALSE,FALSE,USD,USA,579958,FALSE,,,,,,,,,,,,,,,,,,,
31,2057289584,"$5,000/mo",$5.0K,4,4,2501,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/cf7f9e2970d6878e0d7cdc0480f6c8c0-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/10008-Sierra-Madre-Rd-Spring-Valley-CA-91977/2057289584_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"10008 Sierra Madre Rd, Spring Valley, CA 91977",FALSE,FALSE,FALSE,8/1/2023 0:00,296940968,32.751064,-116.97996,TIME_ON_INFO,3 days ago,FALSE,2057289584,10008 Sierra Madre Rd,91977,Spring Valley,CA,32.751064,-116.97996,5000,4,4,2501,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1483700,5694,FALSE,FALSE,FOR_RENT,5000,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,,,,,
32,99354038,"$6,200/mo",$6.2K,4,3,2596,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/fed86e6689a5333baefca39efa148d13-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/6269-Silver-Bush-Creek-St-San-Diego-CA-92130/99354038_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"6269 Silver Bush Creek St, San Diego, CA 92130",FALSE,FALSE,FALSE,9/1/2023 0:00,301525312,32.966667,-117.18516,TIME_ON_INFO,3 days ago,FALSE,99354038,6269 Silver Bush Creek St,92130,San Diego,CA,32.966667,-117.18516,6200,3,4,2596,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,2039000,6499,FALSE,FALSE,FOR_RENT,6200,TRUE,FALSE,FALSE,USD,USA,1130260,FALSE,,,,,,,,,,,,,,,,,,,
33,2056241286,"$3,800/mo",$3.8K,4,2,2400,FOR_RENT,Apartment for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/b57ea6ce93644e6482ff6b0766e161c4-p_e.jpg,TRUE,FALSE,,FALSE,/b/nara52-el-cajon-ca-9MhVsX/,ForRent,For Rent,FALSE,FALSE,FALSE,"1152 Naranca Ave #1152, El Cajon, CA 92021",FALSE,TRUE,FALSE,7/11/2023 0:00,304726638,32.804302,-116.94235,TIME_ON_INFO,3 days ago,FALSE,2056241286,1152 Naranca Ave #1152,92021,El Cajon,CA,32.804302,-116.94235,3800,2,4,2400,APARTMENT,FOR_RENT,-1,TRUE,FALSE,FALSE,,,FALSE,FALSE,FOR_RENT,3800,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,# 1152,,,,
34,16825927,"$5,700/mo",$5.7K,4,2.5,2770,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/ca58db244df97e73c8cb1c78c69dd670-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/11710-Candy-Rose-Way-San-Diego-CA-92131/16825927_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"11710 Candy Rose Way, San Diego, CA 92131",FALSE,FALSE,FALSE,8/1/2023 0:00,312140815,32.93284,-117.06798,TIME_ON_INFO,3 days ago,FALSE,16825927,11710 Candy Rose Way,92131,San Diego,CA,32.93284,-117.06798,5700,2.5,4,2770,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1897900,5500,FALSE,FALSE,FOR_RENT,5700,TRUE,FALSE,FALSE,USD,USA,436332,FALSE,,,,,,,,,,,,,,,,,,,
35,2057079096,"$4,300/mo",$4.3K,4,3,1295,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/36fcff9be36010532027b0bf3b8d3a65-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/3412-Chamoune-Ave-San-Diego-CA-92105/2057079096_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"3412 Chamoune Ave, San Diego, CA 92105",FALSE,TRUE,FALSE,,319864275,32.741383,-117.09687,TIME_ON_INFO,3 days ago,FALSE,2057079096,3412 Chamoune Ave,92105,San Diego,CA,32.741383,-117.09687,4300,3,4,1295,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,711300,4257,FALSE,FALSE,FOR_RENT,4300,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,,,,,
36,17133452,"$4,000/mo",$4.0K,4,2,1400,FOR_RENT,House for rent,FALSE,FALSE,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.68449783325195,-117.04734802246094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=nOxMdBJGpqmVJUf5sdZizxCfd_M=",,FALSE,,FALSE,/homedetails/6774-Doti-Point-Dr-San-Diego-CA-92139/17133452_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"6774 Doti Point Dr, San Diego, CA 92139",FALSE,FALSE,FALSE,,322353550,32.684498,-117.04735,TIME_ON_INFO,3 days ago,FALSE,17133452,6774 Doti Point Dr,92139,San Diego,CA,32.684498,-117.04735,4000,2,4,1400,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,740500,4099,FALSE,FALSE,FOR_RENT,4000,TRUE,FALSE,FALSE,USD,USA,178238,FALSE,,,,,,,,,,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=32.68449783325195,-117.04734802246094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6fYfkE22jAs1vYVVgxXcWGYJKBw=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.68449783325195,-117.04734802246094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=83JewJ_-zBGOSt-Wp1MtnEIlMJo=",1.69079E+12,200,,,,,
37,16919199,"$3,295/mo",$3.3K,4,2,1344,FOR_RENT,House for rent,FALSE,FALSE,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.80656433105469,-117.14044952392578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=bWLro6e_cJM5eCAfootaOQD-xqo=",,FALSE,,FALSE,/homedetails/3518-Sandrock-Rd-San-Diego-CA-92123/16919199_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"3518 Sandrock Rd, San Diego, CA 92123",FALSE,FALSE,FALSE,,330595554,32.806564,-117.14045,TIME_ON_INFO,3 days ago,FALSE,16919199,3518 Sandrock Rd,92123,San Diego,CA,32.806564,-117.14045,3295,2,4,1344,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,891000,4285,FALSE,FALSE,FOR_RENT,3295,TRUE,FALSE,FALSE,USD,USA,65039,FALSE,,,,,,,,,,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=32.80656433105469,-117.14044952392578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=4lYKDlC-1owaK45ZsLlSebufXMw=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.80656433105469,-117.14044952392578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=LTUEcH2pOJih5q0uIhIdPauKvKc=",,,,,,,
38,16916687,"$5,195/mo",$5.2K,4,2,1596,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/4fc50bc4c8825920d92c8a5a8ecd1d09-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/3580-Mount-Ariane-Dr-San-Diego-CA-92111/16916687_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"3580 Mount Ariane Dr, San Diego, CA 92111",FALSE,TRUE,FALSE,8/5/2023 0:00,346198397,32.806458,-117.18667,TIME_ON_INFO,4 days ago,FALSE,16916687,3580 Mount Ariane Dr,92111,San Diego,CA,32.806458,-117.18667,5195,2,4,1596,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1223900,5295,FALSE,FALSE,FOR_RENT,5195,TRUE,FALSE,FALSE,USD,USA,803832,FALSE,,,,,,,,,,,,,,,,,,,
39,16981335,"$4,195/mo",$4.2K,4,3,2100,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/bf9bd06d318e1461fb73f333d4985c5b-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/11522-Cesped-Dr-San-Diego-CA-92124/16981335_zpid/,ForRent,For Rent,TRUE,FALSE,FALSE,"11522 Cesped Dr, San Diego, CA 92124",FALSE,TRUE,FALSE,,346237375,32.814457,-117.080315,3D_HOME,3D Tour,,16981335,11522 Cesped Dr,92124,San Diego,CA,32.814457,-117.080315,4195,3,4,2100,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1040300,4800,FALSE,FALSE,FOR_RENT,4195,TRUE,FALSE,FALSE,USD,USA,808994,FALSE,,,,,,,,,,,,,,,,,,,
40,2056250960,"$3,400/mo",$3.4K,4,2,1750,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/d7a94fa2e6757eb37fc7d173dea76a56-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/1365-Marline-Ave-El-Cajon-CA-92021/2056250960_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"1365 Marline Ave, El Cajon, CA 92021",FALSE,TRUE,FALSE,7/27/2023 0:00,346584219,32.80504,-116.93289,TIME_ON_INFO,4 days ago,FALSE,2056250960,1365 Marline Ave,92021,El Cajon,CA,32.80504,-116.93289,3400,2,4,1750,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,,,FALSE,FALSE,FOR_RENT,3400,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,,,,,,,
41,16819051,"$4,200/mo",$4.2K,4,2,1366,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/c59229ebe5c535fa33fe47b3954fc333-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/11258-Pegasus-Ave-San-Diego-CA-92126/16819051_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"11258 Pegasus Ave, San Diego, CA 92126",FALSE,FALSE,FALSE,8/1/2023 0:00,354225564,32.92641,-117.128075,TIME_ON_INFO,4 days ago,FALSE,16819051,11258 Pegasus Ave,92126,San Diego,CA,32.92641,-117.128075,4200,2,4,1366,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,954200,3914,FALSE,FALSE,FOR_RENT,4200,TRUE,FALSE,FALSE,USD,USA,669867,FALSE,,,,,,,,,,,,,,,,,,,
42,51080950,"$4,500/mo",$4.5K,4,3.5,1670,FOR_RENT,Townhouse for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/e1cec534c5b2652cffcc9ebb255c597f-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/1789-Via-Capri-Chula-Vista-CA-91913/51080950_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"1789 Via Capri, Chula Vista, CA 91913",FALSE,FALSE,FALSE,9/2/2023 0:00,359626710,32.632862,-116.98724,TIME_ON_INFO,4 days ago,FALSE,51080950,1789 Via Capri,91913,Chula Vista,CA,32.632862,-116.98724,4500,3.5,4,1670,TOWNHOUSE,FOR_RENT,-1,FALSE,FALSE,FALSE,755000,3800,FALSE,FALSE,FOR_RENT,4500,TRUE,FALSE,FALSE,USD,USA,504976,FALSE,,,,,,,,,,,,,1.69079E+12,-100,,$100 (Jul 31),,,
43,59309808,"$7,495/mo",$7.5K,4,3.5,3377,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/81291f3532a03889908022b9d978fe65-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/13435-Montecito-Gln-San-Diego-CA-92130/59309808_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"13435 Montecito Gln, San Diego, CA 92130",FALSE,TRUE,FALSE,8/31/2023 0:00,362841649,32.961823,-117.20136,TIME_ON_INFO,4 days ago,FALSE,59309808,13435 Montecito Gln,92130,San Diego,CA,32.961823,-117.20136,7495,3.5,4,3377,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,2504200,8597,FALSE,FALSE,FOR_RENT,7495,TRUE,FALSE,FALSE,USD,USA,1117936,FALSE,,,,,,,,,,,,,,,,,,,
44,17021452,"$3,795/mo",$3.8K,4,3,1680,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/9c7766fa87d7ad4fe8d1a8c00d4f9984-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/1004-Sumner-Pl-El-Cajon-CA-92021/17021452_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"1004 Sumner Pl, El Cajon, CA 92021",FALSE,FALSE,FALSE,8/11/2023 0:00,362934564,32.809193,-116.93868,TIME_ON_INFO,4 days ago,FALSE,17021452,1004 Sumner Pl,92021,El Cajon,CA,32.809193,-116.93868,3795,3,4,1680,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,555200,3800,FALSE,FALSE,FOR_RENT,3795,TRUE,FALSE,FALSE,USD,USA,187826,FALSE,,,,,,,,,,,,,,,,,,,
45,17129072,"$4,299/mo",$4.3K,4,2.5,2000,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/baaeb5d610dadd0e85f410203cd3a18e-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/2103-Manzana-Way-San-Diego-CA-92139/17129072_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"2103 Manzana Way, San Diego, CA 92139",FALSE,TRUE,FALSE,7/3/2023 0:00,376266177,32.691097,-117.02315,TIME_ON_INFO,4 days ago,FALSE,17129072,2103 Manzana Way,92139,San Diego,CA,32.691097,-117.02315,4299,2.5,4,2000,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,749400,4178,FALSE,FALSE,FOR_RENT,4299,TRUE,FALSE,FALSE,USD,USA,402041,FALSE,,,,,,,,,,,,,,,,,,,
46,17140316,"$8,800/mo",$8.8K,4,3,2980,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/2db3521cd3a65decd0eaa7d6e206b6fb-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/725-Terra-Nova-Dr-Chula-Vista-CA-91910/17140316_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"725 Terra Nova Dr, Chula Vista, CA 91910",FALSE,FALSE,FALSE,8/28/2023 0:00,383279428,32.64579,-117.03539,TIME_ON_INFO,4 days ago,FALSE,17140316,725 Terra Nova Dr,91910,Chula Vista,CA,32.64579,-117.03539,8800,3,4,2980,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1214100,5495,FALSE,FALSE,FOR_RENT,8800,TRUE,FALSE,FALSE,USD,USA,649817,FALSE,,,,,,,,,,,,,1.68629E+12,-700,,$700 (Jun 9),,,
47,17031426,"$4,450/mo",$4.5K,4,3,2148,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/343d3a4818604431580079c64ad74e08-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/1351-Emerald-Ave-El-Cajon-CA-92020/17031426_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"1351 Emerald Ave, El Cajon, CA 92020",FALSE,TRUE,FALSE,7/25/2023 0:00,387149727,32.777035,-116.967285,TIME_ON_INFO,4 days ago,FALSE,17031426,1351 Emerald Ave,92020,El Cajon,CA,32.777035,-116.967285,4450,3,4,2148,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1176100,4500,FALSE,FALSE,FOR_RENT,4450,TRUE,FALSE,FALSE,USD,USA,661649,FALSE,,,,,,,,,,,,,,,,,,,
48,16869000,"$4,950/mo",$5.0K,4,2.5,2359,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/f3c7745143fa8a4cf26f0d20b01213ab-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/7273-Alliance-Ct-San-Diego-CA-92119/16869000_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"7273 Alliance Ct, San Diego, CA 92119",FALSE,FALSE,FALSE,8/15/2023 0:00,391817299,32.806847,-117.04391,TIME_ON_INFO,4 days ago,FALSE,16869000,7273 Alliance Ct,92119,San Diego,CA,32.806847,-117.04391,4950,2.5,4,2359,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,1155500,4800,FALSE,FALSE,FOR_RENT,4950,TRUE,FALSE,FALSE,USD,USA,349741,FALSE,,,,,,,,,,,,,,,,,,,
49,16808214,"$4,600/mo",$4.6K,4,3,1979,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/2ffc1188495420e2fb932b9b28c9a9b4-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/9461-Pipilo-St-San-Diego-CA-92129/16808214_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"9461 Pipilo St, San Diego, CA 92129",FALSE,TRUE,FALSE,,404054491,32.953068,-117.124306,TIME_ON_INFO,4 days ago,FALSE,16808214,9461 Pipilo St,92129,San Diego,CA,32.953068,-117.124306,4600,3,4,1979,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1352800,4800,FALSE,FALSE,FOR_RENT,4600,TRUE,FALSE,FALSE,USD,USA,761991,FALSE,,,,,,,,,,,,,,,,,,,
50,16778358,"$7,950/mo",$8.0K,4,3,3094,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/1743b9dbd7220dd99778add03c3400b9-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/5015-Manor-Ridge-Ln-San-Diego-CA-92130/16778358_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"5015 Manor Ridge Ln, San Diego, CA 92130",FALSE,TRUE,FALSE,7/7/2023 0:00,404485565,32.933033,-117.208176,TIME_ON_INFO,4 days ago,FALSE,16778358,5015 Manor Ridge Ln,92130,San Diego,CA,32.933033,-117.208176,7950,3,4,3094,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,2567100,8596,FALSE,FALSE,FOR_RENT,7950,TRUE,FALSE,FALSE,USD,USA,1325822,FALSE,,,,,,,,,,,,,1.68854E+12,-50,,$50 (Jul 5),,,
51,16804725,"$4,200/mo",$4.2K,4,2,1434,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/eb2f4f0956d117d010109e166aa4b047-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/13066-Avenida-Del-General-San-Diego-CA-92129/16804725_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"13066 Avenida Del General, San Diego, CA 92129",FALSE,TRUE,FALSE,7/9/2023 0:00,416687641,32.95502,-117.10658,TIME_ON_INFO,4 days ago,FALSE,16804725,13066 Avenida Del General,92129,San Diego,CA,32.95502,-117.10658,4200,2,4,1434,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1017800,3994,FALSE,FALSE,FOR_RENT,4200,TRUE,FALSE,FALSE,USD,USA,241836,FALSE,,,,,,,,,,,,,1.6901E+12,250,,,,,
52,250192322,"$5,500/mo",$5.5K,4,3,2650,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/e5a3c875c3b9b268fe5856f47734dbc2-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/8992-Trailridge-Ave-San-Diego-CA-92071/250192322_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"8992 Trailridge Ave, San Diego, CA 92071",FALSE,TRUE,FALSE,7/26/2023 0:00,432679249,32.861656,-117.01145,TIME_ON_INFO,5 days ago,FALSE,250192322,8992 Trailridge Ave,92071,San Diego,CA,32.861656,-117.01145,5500,3,4,2650,SINGLE_FAMILY,FOR_RENT,-1,TRUE,FALSE,FALSE,1162500,4950,FALSE,FALSE,FOR_RENT,5500,TRUE,FALSE,FALSE,USD,USA,762320,FALSE,,,,,,,,,,,,,,,,,,,
53,2056819692,"$5,200/mo",$5.2K,4,2,1200,FOR_RENT,Apartment for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/39852fad6055ff42422c6676fa281a50-p_e.jpg,TRUE,FALSE,,FALSE,/b/6244-6246-pontiac-st-san-diego-ca-CZyfBf/,ForRent,For Rent,FALSE,FALSE,FALSE,"6244-6246 Pontiac St, San Diego, CA 92115",FALSE,TRUE,FALSE,8/15/2023 0:00,432735691,32.768524,-117.066055,TIME_ON_INFO,5 days ago,FALSE,2056819692,6244-6246 Pontiac St,92115,San Diego,CA,32.768524,-117.066055,5200,2,4,1200,APARTMENT,FOR_RENT,-1,TRUE,FALSE,FALSE,,4999,FALSE,FALSE,FOR_RENT,5200,TRUE,FALSE,FALSE,USD,USA,,FALSE,,,,,,,,,,,,,1.69044E+12,200,,,,,
54,122715326,"$3,795/mo",$3.8K,4,2,1352,FOR_RENT,House for rent,FALSE,FALSE,FALSE,https://photos.zillowstatic.com/fp/43754298bfe58b6885de6a137390f669-p_e.jpg,TRUE,FALSE,,FALSE,/homedetails/959-Maya-St-Spring-Valley-CA-91977/122715326_zpid/,ForRent,For Rent,FALSE,FALSE,FALSE,"959 Maya St, Spring Valley, CA 91977",FALSE,FALSE,FALSE,8/11/2023 0:00,449340722,32.713413,-116.98953,TIME_ON_INFO,5 days ago,FALSE,122715326,959 Maya St,91977,Spring Valley,CA,32.713413,-116.98953,3795,2,4,1352,SINGLE_FAMILY,FOR_RENT,-1,FALSE,FALSE,FALSE,716900,3796,FALSE,FALSE,FOR_RENT,3795,TRUE,FALSE,FALSE,USD,USA,456715,FALSE,,,,,,,,,,,,,1.69053E+12,-100,,$100 (Jul 28),,,
